id,shift_id,employee_id,reason,replacement_employee_id,resolved_at,created_at
38,38,48,Doctor appointment,8,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
39,39,49,Car trouble,108,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
40,40,50,Doctor appointment,30,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
41,41,51,Transportation issue,48,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
42,42,52,Not feeling well,90,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
43,43,53,Not feeling well,80,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
44,44,55,Childcare emergency,84,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
45,45,56,Childcare emergency,,,2025-11-28T06:00:00.000Z
46,46,57,Personal matter,40,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
47,47,58,Doctor appointment,20,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
48,48,59,Not feeling well,20,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
49,49,60,Doctor appointment,82,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
50,50,61,Doctor appointment,36,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
51,51,62,Childcare emergency,,,2025-11-28T06:00:00.000Z
52,52,64,Personal matter,43,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
53,53,65,Car trouble,101,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
54,54,66,Doctor appointment,11,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
55,55,67,Not feeling well,11,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
56,56,68,Not feeling well,82,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
57,57,69,Family emergency,67,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
58,58,70,Not feeling well,98,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
59,59,71,Doctor appointment,,,2025-11-28T06:00:00.000Z
60,60,72,Family emergency,85,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
61,61,73,Doctor appointment,48,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
62,62,74,Family emergency,,,2025-11-28T06:00:00.000Z
63,63,75,Childcare emergency,82,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
64,64,77,Feeling sick,62,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
65,65,78,Not feeling well,48,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
66,66,79,Family emergency,,,2025-11-28T06:00:00.000Z
67,67,80,Transportation issue,47,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
68,68,81,Personal matter,60,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
69,69,82,Car trouble,,,2025-11-28T06:00:00.000Z
70,70,83,Childcare emergency,,,2025-11-28T06:00:00.000Z
71,71,84,Feeling sick,104,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
72,72,85,Transportation issue,,,2025-11-28T06:00:00.000Z
73,73,86,Doctor appointment,,,2025-11-28T06:00:00.000Z
74,74,87,Car trouble,99,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
75,75,89,Childcare emergency,70,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
76,76,90,Transportation issue,95,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
77,77,91,Car trouble,39,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
78,78,92,Personal matter,106,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
79,79,93,Not feeling well,21,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
80,80,94,Family emergency,,,2025-11-28T06:00:00.000Z
81,81,95,Feeling sick,72,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
82,82,96,Feeling sick,,,2025-11-28T06:00:00.000Z
83,83,97,Family emergency,107,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
84,84,98,Feeling sick,,,2025-11-28T06:00:00.000Z
85,85,99,Not feeling well,107,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
86,86,100,Not feeling well,22,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
87,87,101,Feeling sick,86,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
88,88,102,Transportation issue,,,2025-11-28T06:00:00.000Z
89,89,103,Transportation issue,,,2025-11-28T06:00:00.000Z
90,90,104,Doctor appointment,,,2025-11-28T06:00:00.000Z
91,91,105,Car trouble,,,2025-11-28T06:00:00.000Z
92,92,106,Family emergency,66,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
93,93,107,Car trouble,106,2025-11-28T07:00:00.000Z,2025-11-28T06:00:00.000Z
94,94,108,Childcare emergency,,,2025-11-28T06:00:00.000Z
95,95,7,Family emergency,99,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
96,96,8,Doctor appointment,,,2025-12-01T06:00:00.000Z
97,97,9,Car trouble,56,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
98,98,10,Not feeling well,74,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
99,99,11,Feeling sick,69,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
100,100,14,Transportation issue,83,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
101,101,16,Car trouble,8,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
102,102,17,Feeling sick,22,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
103,103,18,Transportation issue,,,2025-12-01T06:00:00.000Z
104,104,20,Childcare emergency,,,2025-12-01T06:00:00.000Z
105,105,21,Childcare emergency,,,2025-12-01T06:00:00.000Z
106,106,22,Childcare emergency,79,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
107,107,23,Transportation issue,,,2025-12-01T06:00:00.000Z
108,108,24,Car trouble,97,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
109,109,25,Not feeling well,102,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
110,110,26,Transportation issue,16,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
111,111,27,Not feeling well,10,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
112,112,28,Personal matter,,,2025-12-01T06:00:00.000Z
113,113,29,Not feeling well,,,2025-12-01T06:00:00.000Z
114,114,30,Doctor appointment,44,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
115,115,31,Feeling sick,58,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
116,116,32,Childcare emergency,43,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
117,117,33,Feeling sick,44,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
118,118,34,Doctor appointment,53,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
119,119,35,Childcare emergency,24,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
120,120,36,Doctor appointment,17,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
121,121,37,Family emergency,68,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
122,122,38,Feeling sick,29,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
123,123,39,Car trouble,51,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
124,124,40,Family emergency,,,2025-12-01T06:00:00.000Z
125,125,41,Personal matter,16,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
126,126,42,Car trouble,93,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
127,127,43,Not feeling well,57,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
128,128,44,Childcare emergency,50,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
129,129,45,Personal matter,74,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
130,130,46,Childcare emergency,91,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
131,131,47,Car trouble,7,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
132,132,48,Childcare emergency,65,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
133,133,49,Family emergency,14,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
134,134,50,Not feeling well,,,2025-12-01T06:00:00.000Z
135,135,51,Doctor appointment,72,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
136,136,52,Not feeling well,108,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
137,137,53,Childcare emergency,62,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
138,138,55,Doctor appointment,103,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
139,139,56,Childcare emergency,23,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
140,140,57,Doctor appointment,,,2025-12-01T06:00:00.000Z
141,141,58,Doctor appointment,21,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
142,142,59,Childcare emergency,98,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
143,143,60,Transportation issue,50,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
144,144,61,Personal matter,,,2025-12-01T06:00:00.000Z
145,145,62,Car trouble,67,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
146,146,64,Personal matter,96,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
147,147,65,Transportation issue,43,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
148,148,66,Childcare emergency,92,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
149,149,67,Personal matter,49,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
150,150,68,Doctor appointment,100,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
151,151,69,Family emergency,66,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
152,152,70,Personal matter,102,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
153,153,71,Feeling sick,,,2025-12-01T06:00:00.000Z
154,154,72,Doctor appointment,27,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
155,155,73,Car trouble,81,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
156,156,74,Feeling sick,32,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
157,157,75,Childcare emergency,59,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
158,158,77,Not feeling well,33,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
159,159,78,Personal matter,,,2025-12-01T06:00:00.000Z
160,160,79,Personal matter,98,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
161,161,80,Personal matter,57,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
162,162,81,Feeling sick,91,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
163,163,82,Childcare emergency,93,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
164,164,83,Childcare emergency,87,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
165,165,84,Not feeling well,44,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
166,166,85,Feeling sick,,,2025-12-01T06:00:00.000Z
167,167,86,Family emergency,,,2025-12-01T06:00:00.000Z
168,168,87,Personal matter,86,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
169,169,89,Transportation issue,51,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
170,170,90,Doctor appointment,40,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
171,171,91,Childcare emergency,25,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
172,172,92,Feeling sick,103,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
173,173,93,Transportation issue,9,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
174,174,94,Childcare emergency,66,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
175,175,95,Personal matter,27,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
176,176,96,Childcare emergency,41,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
177,177,97,Not feeling well,34,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
178,178,98,Not feeling well,,,2025-12-01T06:00:00.000Z
179,179,99,Family emergency,,,2025-12-01T06:00:00.000Z
180,180,100,Not feeling well,34,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
181,181,101,Childcare emergency,100,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
182,182,102,Feeling sick,43,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
183,183,103,Not feeling well,33,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
184,184,104,Childcare emergency,,,2025-12-01T06:00:00.000Z
185,185,105,Transportation issue,89,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
186,186,106,Car trouble,28,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
187,187,107,Doctor appointment,59,2025-12-01T07:00:00.000Z,2025-12-01T06:00:00.000Z
188,188,108,Childcare emergency,,,2025-12-01T06:00:00.000Z
189,189,7,Family emergency,,,2025-12-02T06:00:00.000Z
190,190,8,Feeling sick,,,2025-12-02T06:00:00.000Z
191,191,9,Not feeling well,48,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
192,192,10,Transportation issue,26,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
193,193,11,Not feeling well,24,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
194,194,14,Doctor appointment,10,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
195,195,16,Car trouble,42,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
196,196,17,Not feeling well,8,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
197,197,18,Transportation issue,61,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
198,198,20,Car trouble,85,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
199,199,21,Car trouble,67,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
200,200,22,Transportation issue,36,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
201,201,23,Transportation issue,60,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
202,202,24,Transportation issue,9,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
203,203,25,Feeling sick,9,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
204,204,26,Doctor appointment,83,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
205,205,27,Car trouble,,,2025-12-02T06:00:00.000Z
206,206,28,Transportation issue,42,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
207,207,29,Doctor appointment,32,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
208,208,30,Personal matter,,,2025-12-02T06:00:00.000Z
209,209,31,Doctor appointment,86,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
210,210,32,Transportation issue,66,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
211,211,33,Doctor appointment,,,2025-12-02T06:00:00.000Z
212,212,34,Doctor appointment,45,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
213,213,35,Doctor appointment,,,2025-12-02T06:00:00.000Z
214,214,36,Car trouble,,,2025-12-02T06:00:00.000Z
215,215,37,Personal matter,24,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
216,216,38,Personal matter,57,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
217,217,39,Car trouble,79,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
218,218,40,Car trouble,52,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
219,219,41,Not feeling well,27,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
220,220,42,Transportation issue,46,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
221,221,43,Not feeling well,42,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
222,222,44,Personal matter,31,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
223,223,45,Feeling sick,41,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
224,224,46,Transportation issue,,,2025-12-02T06:00:00.000Z
225,225,47,Not feeling well,39,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
226,226,48,Transportation issue,93,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
227,227,49,Car trouble,38,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
228,228,50,Not feeling well,91,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
229,229,51,Feeling sick,23,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
230,230,52,Not feeling well,74,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
231,231,53,Doctor appointment,45,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
232,232,55,Transportation issue,68,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
233,233,56,Doctor appointment,,,2025-12-02T06:00:00.000Z
234,234,57,Childcare emergency,51,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
235,235,58,Feeling sick,,,2025-12-02T06:00:00.000Z
236,236,59,Not feeling well,82,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
237,237,60,Doctor appointment,106,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
238,238,61,Family emergency,64,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
239,239,62,Doctor appointment,75,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
240,240,64,Personal matter,,,2025-12-02T06:00:00.000Z
241,241,65,Family emergency,,,2025-12-02T06:00:00.000Z
242,242,66,Not feeling well,46,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
243,243,67,Personal matter,52,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
244,244,68,Family emergency,,,2025-12-02T06:00:00.000Z
245,245,69,Feeling sick,90,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
246,246,70,Personal matter,92,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
247,247,71,Doctor appointment,24,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
248,248,72,Car trouble,103,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
249,249,73,Personal matter,24,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
250,250,74,Doctor appointment,72,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
251,251,75,Transportation issue,,,2025-12-02T06:00:00.000Z
252,252,77,Personal matter,35,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
253,253,78,Not feeling well,,,2025-12-02T06:00:00.000Z
254,254,79,Car trouble,,,2025-12-02T06:00:00.000Z
255,255,80,Family emergency,73,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
256,256,81,Personal matter,64,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
257,257,82,Family emergency,,,2025-12-02T06:00:00.000Z
258,258,83,Transportation issue,28,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
259,259,84,Transportation issue,98,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
260,260,85,Not feeling well,101,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
261,261,86,Childcare emergency,8,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
262,262,87,Not feeling well,40,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
263,263,89,Transportation issue,102,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
264,264,90,Doctor appointment,100,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
265,265,91,Feeling sick,84,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
266,266,92,Transportation issue,37,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
267,267,93,Transportation issue,48,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
268,268,94,Childcare emergency,106,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
269,269,95,Doctor appointment,,,2025-12-02T06:00:00.000Z
270,270,96,Car trouble,79,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
271,271,97,Car trouble,11,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
272,272,98,Car trouble,94,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
273,273,99,Childcare emergency,36,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
274,274,100,Personal matter,,,2025-12-02T06:00:00.000Z
275,275,101,Transportation issue,84,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
276,276,102,Feeling sick,39,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
277,277,103,Car trouble,78,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
278,278,104,Doctor appointment,,,2025-12-02T06:00:00.000Z
279,279,105,Childcare emergency,33,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
280,280,106,Not feeling well,101,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
281,281,107,Personal matter,56,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
282,282,108,Feeling sick,43,2025-12-02T07:00:00.000Z,2025-12-02T06:00:00.000Z
283,283,7,Family emergency,103,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
284,284,8,Personal matter,61,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
285,285,9,Not feeling well,21,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
286,286,10,Childcare emergency,84,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
287,287,11,Family emergency,69,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
288,288,14,Doctor appointment,68,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
289,289,16,Transportation issue,21,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
290,290,17,Doctor appointment,103,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
291,291,18,Doctor appointment,104,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
292,292,20,Car trouble,,,2025-12-03T06:00:00.000Z
293,293,21,Childcare emergency,90,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
294,294,22,Childcare emergency,92,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
295,295,23,Family emergency,70,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
296,296,24,Family emergency,50,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
297,297,25,Not feeling well,50,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
298,298,26,Not feeling well,61,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
299,299,27,Not feeling well,41,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
300,300,28,Childcare emergency,81,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
301,301,29,Childcare emergency,34,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
302,302,30,Feeling sick,34,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
303,303,31,Childcare emergency,51,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
304,304,32,Family emergency,72,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
305,305,33,Doctor appointment,68,2025-12-03T07:00:00.000Z,2025-12-03T06:00:00.000Z
